Architecture,Dedicated,Direct_X_(DX),Integrated,L2_Cache_(KB),Manufacturer,Memory_Type,Name,Notebook_GPU,Open_GL,Release_Date,SLI_Crossfire,Shader,Memory_Bandwidth_(GB/sec),Memory_Bus_(Bit),Memory_Speed_(MHz),Resolution_Width,Resolution_Height
Tesla GT218-300-B1 ,1.0,10.1,0.0,0.0,Nvidia,GDDR2,GeForce 210,0,3.3,2009-10-01,0,4.0,4.0,64.0,500.0,2560.0,1600.0
Fermi GF100-375-A3 (x3) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 480 3-way SLI,0,4.5,2010-03-01,1,5.0,354.8,256.0,924.0,2560.0,1600.0
Tesla GT215-450-A2 ,1.0,10.1,0.0,0.0,Nvidia,GDDR5,GeForce GT 240,0,3.3,2009-11-01,0,4.0,54.4,128.0,850.0,2560.0,1600.0
Fermi GF100-275-A3 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 470 SLI,0,4.5,2010-03-01,1,5.0,267.8,320.0,837.0,2560.0,1600.0
Fermi GF100-275-A3 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 470 Gigabyte SOC 1.2GB Edition,0,4.5,2010-07-09,1,5.0,133.9,320.0,837.0,2560.0,1600.0
Fermi GF100-375-A3 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 480 MSI Lightning Edition,0,4.5,2010-09-20,1,5.0,192.0,384.0,1000.0,2560.0,1600.0
Fermi GF100-375-A3 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 480,0,4.5,2010-03-01,1,5.0,177.4,384.0,924.0,2560.0,1600.0
Fermi GF100-275-A3 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 470,0,4.5,2010-03-01,1,5.0,133.9,320.0,837.0,2560.0,1600.0
Fermi GF100-030-A3 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 465 MSI M2 Edition,0,4.5,2010-08-01,1,5.0,102.7,256.0,802.0,2560.0,1600.0
Fermi GF100-275-A3 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 470 Golden Sample Edition,0,4.5,2010-06-01,1,5.0,136.0,320.0,850.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 v2,0,4.5,2011-09-24,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF100-030-A3 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 465,0,4.5,2010-05-01,1,5.0,102.7,256.0,802.0,2560.0,1600.0
Fermi GF104-300-KB-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 460 SLI,0,4.5,2010-07-01,1,5.0,230.4,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Point of View TGT Beast 1GB Edition,0,4.5,2010-09-10,1,5.0,128.6,256.0,1005.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 SE,0,4.5,2010-11-01,1,5.0,108.8,256.0,850.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 MSI OC v1 1GB Edition,0,4.5,2010-09-21,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Palit Sonic 1GB Edition,0,4.5,2010-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 MSI Hawk v2 1GB Edition,0,4.5,2010-09-21,1,5.0,124.8,256.0,975.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 PNY 1GB OC Edition,0,4.5,2010-08-01,1,5.0,118.4,256.0,925.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 MSI OC v2 1GB Edition,0,4.5,2010-09-21,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 MSI Hawk v1 1GB Edition,0,4.5,2010-09-21,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Gainward Golden Sample 2GB Edition,0,4.5,2010-07-01,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Gigabyte OC 1GB Edition,0,4.5,2010-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Gainward GS 1GB Edition,0,4.5,2010-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Asus DirectCU TOP 1GB Edition,0,4.5,2010-08-12,1,5.0,128.0,256.0,1000.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 EVGA Superclocked 1GB Edition,0,4.5,2010-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460 Asus DirectCU II 1GB Edition,0,4.5,2010-07-01,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4 Point of View 1GB Edition,0,4.5,2012-07-11,0,5.0,17.1,128.0,533.0,2560.0,1600.0
Fermi GF104-300-KD-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 460 768MB,0,4.5,2010-07-12,1,5.0,86.4,192.0,900.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4 Gainward 1GB Edition,0,4.5,2012-07-11,1,5.0,22.4,128.0,700.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4 Asus DirectCU Silent 1GB Edition,0,4.5,2012-07-11,1,5.0,25.6,128.0,800.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4 Palit 1GB Edition,0,4.5,2012-07-11,1,5.0,22.4,128.0,700.0,2560.0,1600.0
Fermi GF116-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4,0,4.5,2012-07-11,0,5.0,22.4,128.0,700.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GTS 450 v4 Asus 1GB Edition,0,4.5,2012-07-11,1,5.0,25.6,128.0,800.0,2560.0,1600.0
Fermi GF106-250-KB-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTS 450 v2,0,4.5,2010-10-11,1,5.0,86.6,192.0,902.0,2560.0,1600.0
Fermi GF116-200-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 v3,0,4.5,2011-03-15,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Palit Sonic Platinum 1GB Edition,0,4.5,2010-09-13,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Point of View 1GB Edition,0,4.5,2010-09-13,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 PNY XLR8 Performance 1GB Edition,0,4.5,2010-10-15,0,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 MSI Cyclone 1GB Edition,0,4.5,2010-09-13,1,5.0,62.7,128.0,980.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Gigabyte OC 1GB Edition,0,4.5,2010-09-13,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Galaxy GC 1GB Edition,0,4.5,2010-09-13,1,5.0,59.1,128.0,924.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Gainward 1GB Edition,0,4.5,2010-09-13,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 EVGA FTW 1GB Edition,0,4.5,2010-09-13,0,5.0,65.7,128.0,1026.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 EVGA SuperClocked 1GB Edition,0,4.5,2010-09-13,1,5.0,60.8,128.0,950.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 EVGA 1GB Edition,0,4.5,2010-09-13,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Asus DirectCU 1GB Edition,0,4.5,2010-09-13,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Asus DirectCU OC 1GB Edition,0,4.5,2010-09-13,1,5.0,60.8,128.0,950.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440 Zotac 1GB Edition,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450,0,4.5,2010-09-03,1,5.0,57.7,128.0,902.0,2560.0,1600.0
Fermi GF106-250-KA-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GTS 450 Asus DirectCU TOP 1GB Edition,0,4.5,2010-09-13,1,5.0,64.0,128.0,1000.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 440 v2 Inno3D 2GB Edition,0,4.5,2011-03-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Fermi GF106 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 440 v3,0,4.5,2010-10-01,0,5.0,43.2,192.0,900.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 440 v2 Gigabyte OC 1GB Edition,0,4.5,2011-03-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 440 v2 Zotac Synergy 2GB Edition,0,4.5,2011-03-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440 Palit 1GB Edition,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440 Gigabyte Turbo Cache 1GB Edition,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF104-300-KB-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 460,0,4.5,2010-07-12,1,5.0,115.2,256.0,900.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440 Gainward 1GB Edition,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440 Asus 1GB Edition,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 440 v2,0,4.5,2011-02-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 440,0,4.5,2011-02-01,0,5.0,51.2,128.0,800.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 Zotac Synergy 2GB Edition,0,4.5,2010-10-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 Zotac Synergy 4GB Edition,0,4.5,2010-10-01,0,5.0,17.1,128.0,533.0,2560.0,1600.0
Fermi GF108-400-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 v2,0,4.5,2010-10-11,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 MSI OC 2GB Edition,0,4.5,2010-12-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 MSI Low Profile Single Fan OC 1GB Edition,0,4.5,2010-12-01,0,5.0,29.6,128.0,925.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 MSI Low Profile Dual Fan OC 1GB Edition,0,4.5,2010-12-01,0,5.0,32.0,128.0,1000.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 Gainward 1GB Edition,0,4.5,2010-10-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 Inno3D 4GB Edition,0,4.5,2010-12-01,0,5.0,21.3,128.0,667.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 Gigabyte OC 1GB Edition,0,4.5,2010-11-01,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 EVGA 1GB Edition,0,4.5,2010-10-01,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430 AXLE 2GB Edition,0,4.5,2011-01-01,0,5.0,16.0,128.0,500.0,2560.0,1600.0
Tesla GT218 ,1.0,10.1,0.0,0.0,Nvidia,DDR3,GeForce 405,0,3.3,2011-09-16,0,4.1,12.6,64.0,790.0,2560.0,1600.0
Fermi GF108-200-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 420,0,4.5,2010-09-03,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-200-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 420 Gigabyte Rev. 3.0 2GB Edition,0,4.5,2010-09-03,0,5.0,25.6,128.0,800.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 430,0,4.5,2010-10-11,0,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF110-351-A1 ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 590 EVGA Classified Hydro Copper Edition,0,4.5,2011-03-24,1,5.0,331.8,384.0,864.0,2560.0,1600.0
Fermi GF110 ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 590 Mars II Asus Edition,0,4.5,2011-04-01,1,5.0,384.8,384.0,1002.0,2560.0,1600.0
Fermi GF110-351-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 590 SLI,0,4.5,2011-03-24,1,5.0,655.9,384.0,854.0,2560.0,1600.0
Fermi GF110-351-A1 ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 590,0,4.5,2011-03-24,1,5.0,327.9,384.0,854.0,2560.0,1600.0
Fermi GF110-351-A1 ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 590 EVGA Classified Edition,0,4.5,2011-03-24,1,5.0,331.8,384.0,864.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Zotac AMP! Edition,0,4.5,2011-01-01,1,5.0,196.8,384.0,1025.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Twin Frozr II OC Edition,0,4.5,2011-03-01,1,5.0,196.6,384.0,1024.0,2560.0,1600.0
Fermi GF110-375-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 580 SLI,0,4.5,2010-11-01,1,5.0,384.8,384.0,1002.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Palit Dual Fan 3GB Edition,0,4.5,2011-01-12,1,5.0,193.0,384.0,1005.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Lightning Xtreme Edition,0,4.5,2011-05-01,1,5.0,201.6,384.0,1050.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Gigabyte UD rev 1.0 Edition,0,4.5,2011-02-01,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Galaxy Edition,0,4.5,2010-11-01,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Gainward Phantom 3GB,0,4.5,2010-11-09,1,5.0,193.0,384.0,1005.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Gainward GOOD Edition,0,4.5,2011-05-01,1,5.0,193.0,384.0,1005.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA Superclocked Edition,0,4.5,2011-01-01,1,5.0,194.5,384.0,1013.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA FTW Hydro Copper 2 1.5GB Edition,0,4.5,2011-01-17,1,5.0,201.4,384.0,1049.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA CoD Black Ops 1.5GB Edition,0,4.5,2010-11-09,1,5.0,194.5,384.0,1013.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Asus DirectCU II Edition,0,4.5,2011-01-01,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 CUHC 3GB,0,4.5,2010-11-01,1,5.0,202.2,384.0,1053.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA DS Superclocked 1.5GB Edition,0,4.5,2011-04-22,1,5.0,194.5,384.0,1013.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 Asus Matrix Edition,0,4.5,2011-05-01,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA Classified Ultra 3GB Edition,0,4.5,2011-11-25,1,5.0,202.2,384.0,1053.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580,0,4.5,2010-11-09,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Sonic Edition,0,4.5,2011-06-01,1,5.0,156.0,320.0,975.0,2560.0,1600.0
Fermi GF110-375-A1 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 580 EVGA 3GB Edition,0,4.5,2011-06-27,1,5.0,192.4,384.0,1002.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 SP Edition ,0,4.5,2010-12-01,1,5.0,160.0,320.0,1000.0,2560.0,1600.0
Fermi GF110-275-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 570 SLI,0,4.5,2010-12-01,1,5.0,304.0,320.0,950.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 MSI Power Edition,0,4.5,2011-04-01,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 MSI OC Power Edition,0,4.5,2011-04-01,1,5.0,160.0,320.0,1000.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 GS-GLH Edition,0,4.5,2010-12-07,1,5.0,160.0,320.0,1000.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Gigabyte SO Edition,0,4.5,2011-05-01,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Gigabyte Edition,0,4.5,2011-04-01,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 EVGA SC Edition,0,4.5,2010-12-01,1,5.0,156.0,320.0,975.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Gainward Phantom Edition,0,4.5,2011-01-01,1,5.0,156.0,320.0,975.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Direct CU II Edition,0,4.5,2011-07-01,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 Gainward Golden Sample 1.2GB Edition,0,4.5,2010-12-07,1,5.0,156.0,320.0,975.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570,0,4.5,2010-12-07,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Zotac AMP! 1GB Edition,0,4.5,2011-07-25,1,5.0,140.8,256.0,1100.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Zotac 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF110-275-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 570 EVGA HD 2.5GB Edition,0,4.5,2011-09-01,1,5.0,152.0,320.0,950.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Zotac OC Edition,0,4.5,2011-02-01,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Zotac AMP! 1GB Edition,0,4.5,2011-01-25,1,5.0,140.8,256.0,1100.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Twin Frozr II/OC 2GB,0,4.5,2011-05-01,1,5.0,192.3,256.0,1502.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Twin Frozr II 2GB,0,4.5,2011-05-01,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Superclocked Edition,0,4.5,2011-03-01,1,5.0,134.8,256.0,1053.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Sonic 1GB Edition,0,4.5,2012-05-01,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF114-400-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 560 Ti SLI,0,4.5,2011-01-01,1,5.0,256.5,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Inno3D OC Edition,0,4.5,2011-01-01,1,5.0,131.2,256.0,1025.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Twin Frozr II OC Edition,0,4.5,2011-02-01,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Phantom 1GB Edition,0,4.5,2011-01-01,1,5.0,131.2,256.0,1025.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti PNY OC2 1GB,0,4.5,2011-03-01,1,5.0,134.8,256.0,1053.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Hawk Edition,0,4.5,2011-02-09,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
